index,source_unit,T,n_patterns,split
0,HUST_5-3,2686,0,validation
1,HUST_3-8,2344,0,train
2,HUST_6-5,2178,0,train
3,HUST_3-3,1648,0,test
4,HUST_5-5,1585,0,train
5,HUST_3-8,2344,0,train
6,HUST_3-4,1781,0,train
7,HUST_1-1,1502,0,validation
8,HUST_5-3,2686,0,test
9,HUST_10-8,1406,0,test
10,HUST_6-2,1912,0,train
11,HUST_5-4,1948,0,validation
12,HUST_3-2,2284,0,train
13,HUST_5-4,1948,0,train
14,HUST_8-4,1881,0,train
15,HUST_10-5,2029,0,train
16,HUST_5-3,2686,0,train
17,HUST_6-8,2441,0,train
18,HUST_3-1,1933,0,train
19,HUST_1-6,1143,0,train
20,HUST_2-3,1741,0,train
21,HUST_8-2,2035,0,train
22,HUST_9-2,2147,0,test
23,HUST_3-5,2638,0,train
24,HUST_1-1,1502,0,validation
25,HUST_1-2,2660,0,train
26,HUST_6-1,1602,0,train
27,HUST_5-6,2450,0,train
28,HUST_5-1,2497,0,train
29,HUST_3-5,2638,0,train
30,HUST_5-5,1585,0,train
31,HUST_5-4,1948,0,train
32,HUST_3-7,2461,0,train
33,HUST_4-4,1493,0,validation
34,HUST_1-1,1502,0,train
35,HUST_1-6,1143,0,train
36,HUST_2-5,1387,0,train
37,HUST_7-5,1876,0,train
38,HUST_2-3,1741,0,train
39,HUST_8-7,2032,0,test
40,HUST_5-5,1585,0,train
41,HUST_7-6,1422,0,train
42,HUST_3-4,1781,0,test
43,HUST_9-2,2147,0,train
44,HUST_10-1,1699,0,train
45,HUST_2-4,1499,0,train
46,HUST_1-7,1674,0,train
47,HUST_9-3,1903,0,test
48,HUST_5-6,2450,0,train
49,HUST_4-2,1781,0,train
50,HUST_10-4,1807,0,train
51,HUST_10-8,1406,0,train
52,HUST_7-6,1422,0,validation
53,HUST_9-7,2009,0,train
54,HUST_6-5,2178,0,test
55,HUST_3-1,1933,0,train
56,HUST_9-7,2009,0,validation
57,HUST_7-1,1695,0,train
58,HUST_8-4,1881,0,test
59,HUST_1-6,1143,0,train
60,HUST_10-3,1855,0,train
61,HUST_3-2,2284,0,test
62,HUST_2-5,1387,0,train
63,HUST_6-2,1912,0,validation
64,HUST_9-4,1973,0,validation
65,HUST_4-2,1781,0,train
66,HUST_8-3,2292,0,train
67,HUST_6-8,2441,0,test
68,HUST_8-5,1345,0,train
69,HUST_8-2,2035,0,validation
70,HUST_9-2,2147,0,train
71,HUST_6-1,1602,0,train
72,HUST_5-6,2450,0,train
73,HUST_9-4,1973,0,test
74,HUST_5-1,2497,0,train
75,HUST_10-8,1406,0,train
76,HUST_10-7,1785,0,test
77,HUST_3-7,2461,0,train
78,HUST_10-7,1785,0,train
79,HUST_7-6,1422,0,train
80,HUST_7-6,1422,0,train
81,HUST_2-8,1475,0,train
82,HUST_10-1,1699,0,validation
83,HUST_7-4,1391,0,train
84,HUST_4-4,1493,0,train
85,HUST_9-4,1973,0,train
